,Training episodes,Loss
239,8700,0.004411922531391454
240,8720,0.005517715682240543
241,8760,0.005099932209374282
242,8800,0.004657615089990118
243,8880,0.004431500883561309
244,8900,0.0042470463527535885
245,8920,0.00381582300172611
246,8960,0.003571238838087431
247,9020,0.0034286326944437916
248,9040,0.0032491621994660135
249,9100,0.004126536418889827
250,9120,0.004742963210658127
251,9160,0.0042474910385734985
252,9200,0.0038895751052957497
253,9300,0.0035511293024906893
254,9320,0.0036750510145099466
255,9340,0.003711678966591478
256,9360,0.0035660190460759167
257,9380,0.0043806920908036045
258,9400,0.004068958637089905
259,9420,0.0037326029753457523
260,9560,0.004410595839482229
261,9640,0.003950097100147948
262,9720,0.003626321543224132
263,9740,0.003295710405880194
264,9800,0.0031178842951249926
265,9880,0.003981797613254534
266,9900,0.0046362091839721575
267,9920,0.004392861862215262
268,9940,0.004117933741595635
269,9960,0.0047263935259074285
270,10020,0.0043333532254767665
271,10100,0.003893122104078313
272,10120,0.0038823021270988625
273,10140,0.0041368474418448
274,10180,0.004645245222610362
275,10240,0.004074005125651461
276,10260,0.0038380464424210407
277,10280,0.003650464674593418
278,10300,0.003328926085044073
279,10360,0.003147136722889842
280,10440,0.003851727370331527
281,10460,0.0036699369342405325
282,10480,0.004207790715796051
283,10560,0.0038406485007622224
284,10640,0.0036129148949319823
285,10680,0.0032934763351388538
286,10780,0.0037047302181965323
287,10800,0.004414113478298681
288,10820,0.00400268132800714
289,10900,0.0036683240160533255
290,10920,0.0034125625193268828
291,10940,0.0038741761922956126
292,10960,0.003990728058824588
293,10980,0.003743480402954141
294,11000,0.0035686295896591503
295,11020,0.0035634221768237554
296,11040,0.0034104475288277785
297,11060,0.004016969792738431
298,11080,0.0036909465135692545
299,11100,0.0036051243854808004
300,11140,0.0037859877596892666
301,11220,0.004013774307616373
302,11240,0.003727994789320485
303,11320,0.003549110714307035
304,11380,0.0032595457523748117
305,11400,0.0030420103382813803
306,11460,0.0029234899053373234
307,11520,0.0030648304398376383
308,11540,0.002994858731867364
309,11580,0.0029699000398647714
310,11600,0.0029354474886522236
311,11620,0.0029345575725448565
312,11640,0.002979027212096249
313,11660,0.003446863437043027
314,11740,0.0033257896855246197
315,11760,0.003105081292372638
316,11780,0.0032093441266868067
317,11820,0.004326557261073871
318,11840,0.0038589800932600365
319,11860,0.0035550957352792636
320,11940,0.003306875541279746
321,11960,0.003160847973402368
322,11980,0.0035153673502413647
323,12000,0.003305632763116218
324,12040,0.0031783558074702086
325,12160,0.0034690993741408396
326,12180,0.0031768153083527413
327,12200,0.003028130668179538
328,12220,0.004102395763219472
329,12260,0.0036878801506527873
330,12320,0.003580348521214216
331,12340,0.0033396687147947066
332,12360,0.003085485679938945
333,12400,0.0029574557407971644
334,12440,0.0028189029406926174
335,12460,0.0029174127468602766
336,12480,0.0035163285167326055
337,12500,0.0032875805164424197
338,12520,0.0031368908735154165
339,12540,0.0029733440639208232
340,12620,0.0027926269461020213
341,12640,0.002638626091822337
342,12660,0.002972958797728499
343,12700,0.0029365328268333123
344,12720,0.0028237200928627527
345,12800,0.002601939292979167
346,12900,0.0024944309311961538
347,12940,0.002502558781135512
348,13000,0.0031176043378738027
349,13040,0.0029674877287886505
350,13080,0.0027926507641428283
351,13100,0.0027275474110884327
352,13140,0.0025603455396209446
353,13180,0.002521297432320459
354,13200,0.0024917652784483776
355,13260,0.002582086231604985
356,13320,0.0025602276474601202
357,13360,0.002613489258318438
358,13380,0.0032200993919605366
359,13400,0.0029914755780883115
360,13420,0.0028641834584385143
361,13440,0.0026851647279667844
362,13460,0.0026538159197177875
363,13480,0.0027226172880813588
364,13580,0.003969367424367674
365,13600,0.004214576705073364
366,13640,0.0039343777289192255
367,13660,0.0036436027876695296
368,13740,0.0037846724265543858
369,13760,0.0036946267742894684
370,13780,0.003541488060075648
371,13860,0.003906692631021029
372,13880,0.003698349231064229
373,13900,0.003464942760133671
374,13920,0.0036128870541762724
375,13940,0.0036175938363799585
376,14020,0.00370876351324154
377,14040,0.0033812283124719706
378,14120,0.0032632185336903454
379,14160,0.0031359588358367066
380,14180,0.003042375266835259
381,14200,0.0029287164571167364
382,14220,0.0028247457672978507
383,14240,0.0027339785043259514
384,14260,0.00264687599689643
385,14300,0.0025719741737912525
386,14340,0.0026598398094233216
387,14500,0.00261596990266294
388,14520,0.00269012496979118
389,14580,0.002657759198435788
390,14600,0.0026439266871521034
391,14680,0.0029128884252793913
392,14700,0.003177016653767214
393,14740,0.003182494742195595
394,14780,0.003146785579141608
395,14820,0.003285603767249291
396,14840,0.003123149888208155
397,14920,0.0034984175693914448
398,14960,0.0032695974574029566
399,15000,0.0032809631956052876
400,15020,0.003117616807018288
401,15040,0.0029562545991695466
402,15080,0.0032449030619268846
403,15120,0.0030253988000873908
404,15140,0.002895852704296445
405,15180,0.0027477879559595865
406,15220,0.0028251080302873835
407,15240,0.002701742417691516
408,15260,0.002635011249445571
409,15340,0.002997137148112212
410,15360,0.0028893657238723077
411,15400,0.002741629617328742
412,15440,0.0036508458748780084
413,15460,0.0036370800650375994
414,15500,0.003437271492978566
415,15560,0.003299923362176127
416,15600,0.003276360072168117
417,15660,0.003795842677332882
418,15680,0.0035163524448696168
419,15720,0.0032442761421063258
420,15740,0.003008185224521853
421,15820,0.0028263779058366597
422,15900,0.0027574128269600537
423,15920,0.0027330622958698005
424,15940,0.002566804300749948
425,16000,0.0024631390063004897
426,16020,0.002438583619438585
427,16040,0.0024504908498469797
428,16100,0.0024130724927857567
429,16120,0.002998941108471159
430,16160,0.002878849995045665
431,16200,0.003070011529850008
432,16260,0.002797250047148897
433,16280,0.00266813836083542
434,16300,0.00311074309814557
435,16340,0.003047933763413306
436,16380,0.0029387107182730645
437,16440,0.003016818021868818
438,16500,0.0029543402831833784
439,16560,0.0029576832088693958
440,16580,0.0027609742905986296
441,16620,0.0026256374499235144
442,16700,0.0024572954361465446
443,16720,0.002711338701631774
444,16740,0.002641178699561874
445,16800,0.0025641079205107054
446,16820,0.002539412971960017
447,16860,0.002560996946991689
448,16880,0.002423957149029737
449,16900,0.0025297784883506814
450,16920,0.002408869988022464
451,16980,0.002335522513626589
452,17020,0.0023617453901279557
453,17040,0.0024798727058020103
454,17060,0.0024823373872158425
455,17080,0.002350714589605133
456,17100,0.00231100124951156
457,17120,0.002471538407293574
458,17140,0.002504610596249593
459,17160,0.0024930935129722697
460,17220,0.0025874596059481895
461,17240,0.002564620611680396
462,17260,0.0024512059490782796
463,17280,0.0024580638906083726
464,17340,0.0024660561125057715
465,17360,0.002769655159360391
466,17380,0.002776006953911958
467,17420,0.002637174196638248
468,17440,0.0026124001682580164
469,17460,0.0027186628294611492
470,17500,0.0025948423038025317
471,17520,0.0025645130189339014
472,17540,0.002509278600381191
473,17560,0.0027234320203196015
474,17580,0.002561198521433751
475,17600,0.0027226704746711097
476,17680,0.002667252124566066
477,17700,0.0027105122814323327
478,17720,0.0026353296645280377
479,17740,0.0027472816115853512
480,17780,0.0028075164919088144
481,17820,0.002729111193815061
482,17900,0.0032874669068647926
483,17920,0.0032032867617284065
484,17960,0.0034296199756363873
485,17980,0.003298351174791642
486,18000,0.0031166747857729496
487,18040,0.003137018672593427
488,18080,0.0029780888195578194
489,18100,0.002934233517308548
490,18120,0.0028575452334559086
491,18140,0.0030439158611993886
492,18180,0.003061436361750038
493,18200,0.003165414767805792
494,18220,0.003154834379628545
495,18240,0.0032652443209292463
496,18280,0.003136633659124531
497,18320,0.002976156492805607
498,18340,0.003209867969970804
499,18400,0.0029309363729325146
500,18460,0.0026981316261742287
501,18480,0.0025308271748426575
502,18520,0.002399199416446926
503,18540,0.0024393740576173794
504,18560,0.0025208409652444468
505,18580,0.002672328275468568
506,18620,0.0026338858878824072
507,18660,0.0029515362959077326
508,18680,0.0028272238716260884
509,18700,0.003118238297683103
510,18720,0.0029898500125265944
511,18740,0.0029739617451554003
512,18760,0.0029833391224960855
513,18780,0.0027531213097270624
514,18800,0.0027849036878344452
515,18860,0.0028771832327840357
516,18880,0.0027014430555341745
517,18920,0.002640482301921694
518,18940,0.00288266131513202
519,18960,0.0026864928442866315
520,18980,0.002730471347858962
521,19000,0.0027162002365513295
522,19020,0.0028828583034454704
523,19060,0.0027595474519394973
524,19100,0.002731395657703331
525,19180,0.0027481622662902283
526,19240,0.0026808234784412707
527,19380,0.002677915909561183
528,19420,0.002554297620990011
529,19440,0.0024429682095353862
530,19480,0.0022760654846433847
531,19520,0.002220351625252092
532,19540,0.0027505204111483287
533,19560,0.0027458442473528057
534,19580,0.002703696407804272
535,19680,0.0025003547016218355
536,19700,0.002407022787605528
537,19760,0.0024718120085992844
538,19780,0.0025553810705978416
539,19800,0.0027433307258477803
540,19840,0.0026061417888157364
541,19860,0.0025590267761987683
542,19880,0.002760200082019348
543,19900,0.002729723357165161
544,19940,0.0027968289081289795
545,19960,0.0026882733205186864
546,20000,0.0026604722578706377
547,20020,0.0026608924976493547
548,20040,0.0025507956176205977
549,20080,0.002665120377477368
550,20100,0.0026376732105703035
551,20120,0.0027553007336211903
552,20160,0.0026798911358318885
553,20180,0.002826852497689101
554,20200,0.0029050338246283313
555,20260,0.0027808379513309307
556,20300,0.0026452334032285936
557,20320,0.002631267114943562
558,20340,0.002630650722556351
559,20380,0.0026598357745592103
560,20440,0.0025855648786691273
561,20480,0.0026124698138926383
562,20560,0.002545958148773031
563,20600,0.002603235532709373
564,20640,0.0025629974523134333
565,20660,0.0024285095925289236
566,20720,0.0027324359413113466
567,20820,0.002676484608342351
568,20840,0.0025553282389562146
569,20860,0.0024589903982099545
570,20900,0.0026764158274028022
571,20940,0.002735485980136658
572,21000,0.002896148581682416
573,21020,0.0028247544919481056
574,21040,0.002723438769978696
575,21060,0.0026094267907956553
576,21080,0.00250371539737537
577,21140,0.0025530132782121857
578,21160,0.002594557295772263
579,21180,0.002615652593400342
580,21200,0.0026820397873133523
581,21220,0.0027219739357161603
582,21240,0.0025911950905742713
583,21260,0.0026584291330673275
584,21280,0.002575292815502324
585,21320,0.0026857087053742713
586,21420,0.002646723780066705
587,21460,0.002579498186136036
588,21500,0.0026048745269972077
589,21540,0.002414538387886523
590,21560,0.0026162974035198205
591,21580,0.002522750218348083
592,21640,0.0026782508052479244
593,21660,0.002668280411330145
594,21700,0.0026009195117690414
595,21720,0.0025628161286146045
596,21740,0.0024535301510358334
597,21780,0.0023644872453899763
598,21800,0.002463481938607818
599,21820,0.0023593889997540526
600,21880,0.0023957139910172312
601,21920,0.00236247151382056
602,21940,0.0022730326595885525
603,21960,0.002366162057159978
604,22000,0.0022616727375496526
605,22020,0.002232849218329517
606,22040,0.00232052242190101
607,22060,0.0023698423340357006
608,22080,0.0024847899305372764
609,22100,0.002589497918093151
610,22120,0.0024959755374621916
611,22140,0.0024761139499053612
612,22160,0.0024830184496963223
613,22240,0.002636224656703011
614,22260,0.0025486110682502875
615,22320,0.002395998639680186
616,22360,0.0023264923018751454
617,22380,0.0022568992135952246
618,22400,0.002324942021213399
619,22480,0.0022985211361586464
620,22500,0.00232789215239997
621,22520,0.0023606299205073938
622,22580,0.0023179562960822762
623,22600,0.0022688155333009863
624,22620,0.002202762819115917
625,22700,0.002152364438203653
626,22860,0.002064162997744624
627,22880,0.002066357539766744
628,22900,0.0020998611105868936
629,22920,0.0022264364801557637
630,22940,0.0022240674847532733
631,22980,0.0025221988244191348
632,23000,0.0024900536285508107
633,23020,0.0025223133601084097
634,23060,0.0024098091631996428
635,23100,0.0024084559130563574
636,23120,0.0025099504032050956
637,23140,0.002331271353428792
638,23160,0.002415496017984733
639,23180,0.002438269302409637
640,23200,0.0024030757905338196
641,23220,0.0022920814622476885
642,23260,0.0023005865290987642
643,23300,0.0024734653055849196
644,23340,0.0024216045951988316
645,23400,0.002256772112142723
646,23420,0.0024965680569741574
647,23460,0.0024667768025663254
648,23520,0.002584222006342153
649,23540,0.0024684939762285077
650,23560,0.002457966942018725
651,23580,0.002401334812980062
652,23600,0.0024039585755198526
653,23660,0.002562692095115131
654,23700,0.0024177338812942074
655,23740,0.0022146528867240563
656,23760,0.002452322594909335
657,23820,0.0023389173866021355
658,23840,0.002310035661515214
659,23860,0.0023500625377151315
660,23900,0.0023586566118600325
661,23920,0.0024015683029653513
662,23940,0.0022628781274606296
663,24020,0.0024411542475739727
664,24060,0.0026040051985199934
665,24080,0.0025304371204706577
666,24100,0.0023585676619794008
667,24160,0.002463105457575006
668,24180,0.0023762330909974433
669,24260,0.002284249524307812
670,24280,0.002503747053966971
671,24300,0.0024862195317157517
672,24320,0.0024644934943682676
673,24340,0.0023226679413610083
674,24380,0.0024146427749866944
675,24400,0.00252833692544895
676,24440,0.002448875711871764
677,24480,0.002390220249902074
678,24540,0.0024112923524466073
679,24560,0.002333678430850261
680,24580,0.0023850553445299095
681,24620,0.0026472219794813493
682,24640,0.002529570517525967
683,24720,0.0026453353624231787
684,24740,0.002575114024534795
685,24780,0.0023778401238560465
686,24860,0.0023996536968421767
687,24880,0.002374932510715471
688,24900,0.002690898154625691
689,24920,0.0028271190917089754
690,24940,0.0029651112036383287
691,24960,0.0027789021671991458
692,24980,0.002848168523405465
693,25000,0.002744990457133033
694,25040,0.002769518867362005
695,25100,0.0026746763588813643
696,25140,0.002661617601063069
697,25160,0.0026010459197729555
698,25180,0.0024892914520239615
699,25220,0.002361061650636656
700,25240,0.002408369841673265
701,25260,0.002405067046481999
702,25280,0.002353995857635047
703,25300,0.002312954012949392
704,25320,0.00230509455553621
705,25340,0.002434565806801557
706,25360,0.002376859016748619
707,25380,0.0023982019841928097
708,25400,0.0024435465431419064
709,25420,0.0022559766488239805
710,25460,0.0021822515441549334
711,25480,0.002130471314078372
712,25500,0.0020774193069027277
713,25520,0.002160272952770107
714,25540,0.0020970623348990384
715,25580,0.0021208544198544265
716,25600,0.0022259888747430995
717,25620,0.002274047072656723
718,25640,0.0021799105492653625
719,25660,0.0022142681846954167
720,25720,0.0022051278646737526
721,25760,0.0021832555052399786
722,25800,0.002179576209526074
723,25840,0.0022180154731598
724,25860,0.0022595489768764574
725,25880,0.002150542318708197
726,26020,0.0021322205304197435
727,26040,0.002200195730852442
728,26100,0.0024212093481440202
729,26140,0.0022727202637210574
730,26220,0.0022641735087406702
731,26260,0.002393814767247205
732,26280,0.00258013701029282
733,26360,0.0026678384390486174
734,26380,0.002665056609870028
735,26460,0.0024659975061901663
736,26480,0.002454105422106445
737,26540,0.0024338733495927337
738,26580,0.0024415950847988515
739,26600,0.0023273172675232242
740,26620,0.0021983172057994326
741,26640,0.002290641550932576
742,26660,0.0023511083401952185
743,26680,0.00231666239918979
744,26700,0.0021982192025320688
745,26720,0.0022762794912447103
746,26740,0.002429923126744395
747,26760,0.002485952981032662
748,26800,0.002474847769910282
749,26820,0.0023420403887225672
750,26840,0.0022548993221436727
751,26900,0.0022249511115960113
752,26940,0.0022928677982657613
753,27020,0.0023345796852564382
754,27040,0.002272182978332485
755,27080,0.0023919028458121976
756,27100,0.002308965507517144
757,27140,0.0021194359925348636
758,27160,0.002172451427933302
759,27180,0.0021226693978760452
760,27220,0.002217935585248773
761,27260,0.002205921322717909
762,27300,0.0021832457070467023
763,27360,0.002276194861325991
764,27380,0.0022964350150373554
765,27420,0.0023315802229521253
766,27460,0.0023532331894300443
767,27480,0.0021733276375502
768,27560,0.0021479163033461296
769,27620,0.002154582477624871
770,27640,0.0021209675367797674
771,27660,0.002145519280125718
772,27700,0.0020860142896096077
773,27760,0.0020284392745908235
774,27780,0.0020558809090945036
775,27820,0.0021083990017011093
776,27860,0.0021742528004991472
777,27880,0.0020930183886327313
778,27900,0.002011461065915264
779,27960,0.0020928737177110016
780,27980,0.002158173831594491
781,28020,0.002167966236505909
782,28040,0.0022109544732840884
783,28060,0.0021870433456637087
784,28080,0.002269718938425193
785,28100,0.002317729110205181
786,28120,0.0022843763547611296
787,28160,0.0022769686235961963
788,28180,0.0023522773706100503
789,28220,0.0022697333950346408
790,28240,0.002363271352334475
791,28260,0.002376691916929607
792,28280,0.0023921084657088313
793,28340,0.0022988665306389643
794,28400,0.0023281587822294486
795,28420,0.0021547289620285235
796,28440,0.0021248120411590738
797,28460,0.0021194185590232215
798,28500,0.002199877701241557
799,28520,0.002117193084588674
800,28560,0.0021787440511632184
801,28580,0.0021492274787464315
802,28640,0.002111876452878203
803,28660,0.00208886551452882
804,28680,0.002109137972936685
805,28700,0.0022016101882820567
806,28740,0.0022304450119308822
807,28760,0.002367408167900419
808,28780,0.0024548907610430523
809,28820,0.0024295739259445033
810,28860,0.002338665767600009
811,28880,0.0023745714776435447
812,28920,0.002400504402535673
813,28940,0.0025346409497400252
814,29020,0.002552286920367887
815,29040,0.0025626332262509745
816,29100,0.0025667126138491374
817,29160,0.0024578839567886146
818,29180,0.0025172680638302445
819,29220,0.002596914293135729
820,29240,0.0026212378515923234
821,29260,0.0025367703973550966
822,29280,0.0023809503566661967
823,29300,0.0023965100190194042
824,29320,0.002349404393923409
825,29380,0.002288330375585657
826,29400,0.0023824850554734086
827,29460,0.002529712445375889
828,29480,0.0023888851220111606
829,29500,0.0022794923992713735
830,29540,0.0023778792072741547
831,29560,0.0024094999114202147
832,29580,0.002466770075124636
833,29680,0.0024112142025328755
834,29700,0.0022769351123886968
835,29720,0.0023212487553848954
836,29740,0.0023195602540408873
837,29760,0.002399720652440016
838,29800,0.002343451939852098
839,29840,0.0023864468040713143
840,29880,0.0023399414899069842
841,29900,0.0022698383952870983
842,29980,0.0022747762938892854
843,30020,0.002251895403111459
844,30100,0.002240302292700196
845,30240,0.002108956657406159
846,30320,0.0020216085076780856
847,30380,0.0020160648274780706
848,30400,0.0021040340700436747
849,30440,0.002226829305385678
850,30460,0.002174902319983744
851,30480,0.0023974907875665852
852,30520,0.0023783066654689176
853,30560,0.002328309876480664
854,30580,0.0022528774243664464
855,30600,0.0021809077820834893
856,30640,0.002149260207943708
857,30660,0.0021469040929735423
858,30760,0.002194248077826557
859,30780,0.0021645988325729826
860,30820,0.0023666266044342407
861,30840,0.002389425133893004
862,30880,0.002352807388885109
863,30900,0.002235805703149866
864,30920,0.002255999694622859
865,30960,0.0022917954527197715
866,31040,0.0024062905234383293
867,31060,0.00243612055160894
868,31160,0.0025209660862151304
869,31180,0.0024230152693798953
870,31220,0.0025190292857019754
871,31280,0.0024392516463540913
872,31300,0.0023187793433302973
873,31380,0.0022626815449900894
874,31400,0.002374534762836096
875,31460,0.0023822883124642352
876,31480,0.002396976618408583
877,31500,0.002494929646205443
878,31520,0.0022990995266052383
879,31540,0.0022212483877350727
880,31560,0.002073876392397073
881,31580,0.0022330347152970526
882,31600,0.0021826496185797287
883,31620,0.0023855638672461376
884,31680,0.0023442264632026564
885,31740,0.002299111514142371
886,31800,0.00220378034619587
887,31820,0.0022856274907437748
888,31840,0.00233807914770824
889,31900,0.002428823298749783
890,31920,0.0023317903272608584
891,31980,0.002291990994795137
892,32020,0.002324232273804326
893,32060,0.0023255965419667394
894,32080,0.002225065017386868
895,32120,0.002141553528821146
896,32140,0.0021569017113969133
897,32160,0.002392144127029213
898,32180,0.002324988542666461
899,32200,0.002347891985313436
900,32240,0.0023033291569839642
901,32280,0.0022905497627648294
902,32300,0.0023061520160987045
903,32320,0.002285744750639126
904,32340,0.0024790168238801365
905,32360,0.0024270152197776325
906,32380,0.0023169881023167044
907,32420,0.002222870343303559
908,32460,0.0021957005090521794
909,32480,0.0023154511075820145
910,32500,0.0022594133433982227
911,32540,0.0022397152517067984
912,32560,0.002226733341521231
913,32580,0.0024208745954086043
914,32600,0.0022990282354871158
915,32620,0.0023220990084107497
916,32640,0.0022779548352953416
917,32700,0.002220711186408728
918,32720,0.0021615467666623828
919,32740,0.002161473667545147
920,32760,0.0020302209543570098
921,32800,0.0021634020437704894
922,32840,0.002171650422009418
923,32860,0.002278333936049612
924,32900,0.002249461498986937
925,32940,0.0021831377841085254
926,32960,0.002214535554015641
927,32980,0.002252264294834141
928,33000,0.002247722485710147
929,33020,0.0022083427024276758
930,33120,0.002226539195568697
931,33140,0.0021960311063061845
932,33180,0.002144796971712962
933,33200,0.00215298123100158
934,33220,0.002137614901373835
935,33320,0.0022471661293586506
936,33340,0.0023165245194499027
937,33360,0.002299782799821244
938,33400,0.0022654604451983348
939,33500,0.0022201539506220163
940,33520,0.00223417424596972
941,33540,0.0022135030701766548
942,33560,0.0022876312315472077
943,33600,0.002297129848004032
944,33640,0.0022174043900971803
945,33660,0.0023328326898578956
946,33700,0.002227790733795496
947,33720,0.002332781021293904
948,33760,0.002239318898913785
949,33820,0.002290322720287263
950,33840,0.0023416894787772653
951,33860,0.002282138237494163
952,33900,0.002304515953173584
953,33920,0.002368398161975818
954,33980,0.0022290121632800716
955,34000,0.0021445541872967258
956,34020,0.0021499478554240048
957,34040,0.002088499048194184
958,34060,0.002081955118052875
959,34100,0.002146620754856042
960,34120,0.0021511069571639473
961,34160,0.0022054433433743616
962,34280,0.0022245660709168356
963,34300,0.002215486638691095
964,34380,0.002193927336093638
965,34420,0.0021727333214734824
966,34440,0.0022905824777964615
