,Training episodes,Reward
995,19920,-6072.088797821306
996,19940,-6074.673168938863
997,19960,-6079.2935067419985
998,19980,-6083.022447439053
999,20000,-6085.6886965876065
1000,20020,-6088.20422431554
1001,20040,-6089.015368088795
1002,20060,-6089.687862652854
1003,20080,-6089.347449213192
1004,20100,-6089.576965052372
1005,20120,-6088.226202723716
1006,20140,-6086.635223542609
1007,20160,-6085.138292470451
1008,20180,-6084.161912385452
1009,20200,-6084.35168899927
1010,20220,-6083.99555574487
1011,20240,-6085.354541186805
1012,20260,-6086.1289454494445
1013,20280,-6086.9827018141
1014,20300,-6087.684456905826
1015,20320,-6089.299980297387
1016,20340,-6089.345666056091
1017,20360,-6089.866021481236
1018,20380,-6089.702192184989
1019,20400,-6090.253799202537
1020,20420,-6089.103465498393
1021,20440,-6087.850101944169
1022,20460,-6087.634200873517
1023,20480,-6087.341451607905
1024,20500,-6086.465206740869
1025,20520,-6085.374154029058
1026,20540,-6085.930147086883
1027,20560,-6086.759600624052
1028,20580,-6086.46577709015
1029,20600,-6088.191513717575
1030,20620,-6088.76542688315
1031,20640,-6088.861631279247
1032,20660,-6089.151947068853
1033,20680,-6089.269284927809
1034,20700,-6089.053354078611
1035,20720,-6089.354188944707
1036,20740,-6087.849402292129
1037,20760,-6087.265317288248
1038,20780,-6086.634697012417
1039,20800,-6085.248382609934
1040,20820,-6083.890751542493
1041,20840,-6084.852800097631
1042,20860,-6085.079967350833
1043,20880,-6083.716388653394
1044,20900,-6085.219559786351
1045,20920,-6086.748517147263
1046,20940,-6087.606200081446
1047,20960,-6088.030698701521
1048,20980,-6088.796291915763
1049,21000,-6088.029789214428
1050,21020,-6088.388035916996
1051,21040,-6086.395371915415
1052,21060,-6084.811752077787
1053,21080,-6085.952668707684
1054,21100,-6087.522930420693
1055,21120,-6086.992207972919
1056,21140,-6086.304277741971
1057,21160,-6087.074104011759
1058,21180,-6088.19905593668
1059,21200,-6088.469614067526
1060,21220,-6088.814185572202
1061,21240,-6089.635865503216
1062,21260,-6090.07545376621
1063,21280,-6090.414340285695
1064,21300,-6090.093404046738
1065,21320,-6090.092905055572
1066,21340,-6088.747619499003
1067,21360,-6087.883749008293
1068,21380,-6088.156999206634
1069,21400,-6086.917360728943
1070,21420,-6085.3345988104265
1071,21440,-6083.721514275614
1072,21460,-6083.371529602309
1073,21480,-6083.43983731821
1074,21500,-6082.761102809113
1075,21520,-6085.120245883654
1076,21540,-6087.613100116014
1077,21560,-6089.298292592811
1078,21580,-6091.561361346976
1079,21600,-6091.2125833957625
1080,21620,-6094.047907625701
1081,21640,-6095.0242636005605
1082,21660,-6095.607052925903
1083,21680,-6094.036068477086
1084,21700,-6093.37828659985
1085,21720,-6092.650072461698
1086,21740,-6092.078012514813
1087,21760,-6091.21425660276
1088,21780,-6088.966859827662
1089,21800,-6088.501044680312
1090,21820,-6089.4265459715225
1091,21840,-6089.072912913582
1092,21860,-6088.314012149047
1093,21880,-6088.328908582875
1094,21900,-6088.125910957208
1095,21920,-6089.143484447585
1096,21940,-6091.064361421704
1097,21960,-6090.056744819181
1098,21980,-6090.837157218982
1099,22000,-6090.8754075933675
1100,22020,-6090.871916983785
1101,22040,-6090.863016541573
1102,22060,-6091.687998460532
1103,22080,-6092.708211268426
1104,22100,-6093.1614553783775
1105,22120,-6094.863539302702
1106,22140,-6094.40674053307
1107,22160,-6093.315449244637
1108,22180,-6091.932046895709
1109,22200,-6089.392228425659
1110,22220,-6087.641481604163
1111,22240,-6086.852105737876
1112,22260,-6086.334383453936
1113,22280,-6086.885830626785
1114,22300,-6086.670170183246
1115,22320,-6087.770795237506
1116,22340,-6087.140215735459
1117,22360,-6087.698252133821
1118,22380,-6088.222664207057
1119,22400,-6088.901710911101
1120,22420,-6089.738698274336
1121,22440,-6089.615958619468
1122,22460,-6089.229272577393
1123,22480,-6087.59577601646
1124,22500,-6085.370796949532
1125,22520,-6087.000898923261
1126,22540,-6087.465349820427
1127,22560,-6088.562620765432
1128,22580,-6088.597823885073
1129,22600,-6088.780389789877
1130,22620,-6090.60428342281
1131,22640,-6089.84067105643
1132,22660,-6090.031343663326
1133,22680,-6090.607177203387
1134,22700,-6089.555059944528
1135,22720,-6089.314218410167
1136,22740,-6088.6701247281335
1137,22760,-6088.669480464325
1138,22780,-6087.930612780551
1139,22800,-6084.990797042623
1140,22820,-6085.006273997735
1141,22840,-6085.335558970915
1142,22860,-6085.459072176733
1143,22880,-6085.708877059567
1144,22900,-6087.432016420382
1145,22920,-6087.0750165453965
1146,22940,-6088.066263236317
1147,22960,-6089.333266270873
1148,22980,-6090.251840289425
1149,23000,-6090.70615973154
1150,23020,-6091.315069830686
1151,23040,-6090.498930864549
1152,23060,-6089.560650373458
1153,23080,-6089.609741889675
1154,23100,-6088.968475329922
1155,23120,-6088.8480757184825
1156,23140,-6088.969653756603
1157,23160,-6088.74845027801
1158,23180,-6089.062538631499
1159,23200,-6089.765513859745
1160,23220,-6088.950479269614
1161,23240,-6089.569190233873
1162,23260,-6089.6350396870985
1163,23280,-6088.877491976952
1164,23300,-6089.163073127016
1165,23320,-6087.672930092522
1166,23340,-6086.657236119472
1167,23360,-6085.708601395578
1168,23380,-6086.361767480099
1169,23400,-6084.920806029533
1170,23420,-6083.473576641809
1171,23440,-6083.610253358902
1172,23460,-6085.98720836894
1173,23480,-6088.273431467879
1174,23500,-6089.139909947031
1175,23520,-6089.878689321261
1176,23540,-6090.650962820646
1177,23560,-6090.375173665608
1178,23580,-6089.224712796123
1179,23600,-6087.297241827807
1180,23620,-6086.240350280427
1181,23640,-6085.974524542524
1182,23660,-6084.85305713402
1183,23680,-6083.604746843579
1184,23700,-6083.5995645203175
1185,23720,-6081.172549343526
1186,23740,-6080.983778111185
1187,23760,-6082.0128747616745
1188,23780,-6084.021663445704
1189,23800,-6085.274290983836
1190,23820,-6087.032785059796
1191,23840,-6087.177648502382
1192,23860,-6087.116976756452
1193,23880,-6088.099263223343
1194,23900,-6088.5886435332195
1195,23920,-6088.538954599303
1196,23940,-6087.746362543078
1197,23960,-6087.726919579917
1198,23980,-6086.722444754842
1199,24000,-6086.541734212965
1200,24020,-6087.737648734008
1201,24040,-6087.97023262357
1202,24060,-6088.544652007947
1203,24080,-6087.650636379085
1204,24100,-6084.350338648723
1205,24120,-6079.266634555342
1206,24140,-6074.861603098818
1207,24160,-6069.931612024509
1208,24180,-6066.262903255972
1209,24200,-6063.579356695686
1210,24220,-6061.816184220185
1211,24240,-6062.209623512512
1212,24260,-6065.4661363100095
1213,24280,-6068.950607911644
1214,24300,-6072.9607704202235
1215,24320,-6078.151997017997
1216,24340,-6081.417336250762
1217,24360,-6084.091113318791
1218,24380,-6086.853572473215
1219,24400,-6089.291096614935
1220,24420,-6091.893388655584
1221,24440,-6092.105904106285
1222,24460,-6088.66540510321
1223,24480,-6085.328204764386
1224,24500,-6082.714268356963
1225,24520,-6080.063034003751
1226,24540,-6076.093040839364
1227,24560,-6073.907813353309
1228,24580,-6073.5198586371935
1229,24600,-6074.318017591573
1230,24620,-6076.378703845986
1231,24640,-6078.62270739497
1232,24660,-6081.412228415976
1233,24680,-6083.442992960054
1234,24700,-6085.4864966407695
1235,24720,-6085.876555267161
1236,24740,-6086.967437395548
1237,24760,-6088.084461280075
1238,24780,-6089.27069402406
1239,24800,-6087.594964310157
1240,24820,-6087.055232811762
1241,24840,-6084.623305567591
1242,24860,-6081.615121726801
1243,24880,-6078.431017835986
1244,24900,-6073.9904108596975
1245,24920,-6070.738919596849
1246,24940,-6070.447243632025
1247,24960,-6071.098988087438
1248,24980,-6074.203622288132
1249,25000,-6077.736903512323
1250,25020,-6079.518215991677
1251,25040,-6084.603067111523
1252,25060,-6087.829612780128
1253,25080,-6091.0405368150105
1254,25100,-6089.929304452009
1255,25120,-6089.665886743425
1256,25140,-6087.971203712922
1257,25160,-6085.3109118339735
1258,25180,-6082.876854467178
1259,25200,-6081.452477891925
1260,25220,-6080.910277768085
1261,25240,-6079.391148350831
1262,25260,-6078.4471516352105
1263,25280,-6077.437692899077
1264,25300,-6076.929415682898
1265,25320,-6077.488703000864
1266,25340,-6077.186416946146
1267,25360,-6076.5727131023705
1268,25380,-6075.132460254624
1269,25400,-6075.354263658244
1270,25420,-6075.002160926596
1271,25440,-6073.26934237764
1272,25460,-6073.389621629385
1273,25480,-6073.590390485326
1274,25500,-6074.990778297351
1275,25520,-6076.596599910608
1276,25540,-6078.261228792123
1277,25560,-6079.384409170062
1278,25580,-6081.55127733605
1279,25600,-6081.964743459749
1280,25620,-6081.530743631436
1281,25640,-6080.6834017233305
1282,25660,-6079.955102060482
1283,25680,-6080.729990739295
1284,25700,-6080.53100963689
1285,25720,-6080.374807709512
1286,25740,-6079.954959803973
1287,25760,-6079.817376934087
1288,25780,-6080.141259501815
1289,25800,-6079.9823257832695
1290,25820,-6081.776769717525
1291,25840,-6084.408489637656
1292,25860,-6086.167700801034
1293,25880,-6087.6179674590085
1294,25900,-6088.522072830843
1295,25920,-6089.259987810129
1296,25940,-6088.047620929921
1297,25960,-6087.266079698483
1298,25980,-6085.559738758786
1299,26000,-6084.832876234302
1300,26020,-6082.911471441987
1301,26040,-6082.604177153589
1302,26060,-6083.341580359234
1303,26080,-6082.976673378296
1304,26100,-6083.013583020819
1305,26120,-6081.449644825746
1306,26140,-6081.079460178778
1307,26160,-6081.391409052114
1308,26180,-6082.028042014418
1309,26200,-6081.41916656608
1310,26220,-6081.991583252864
1311,26240,-6079.870965465928
1312,26260,-6077.826459872743
1313,26280,-6076.52352585274
1314,26300,-6076.37563886401
1315,26320,-6076.464147454844
1316,26340,-6075.245607736602
1317,26360,-6074.234838462009
1318,26380,-6074.686024178698
1319,26400,-6075.374955706595
1320,26420,-6073.790163428912
1321,26440,-6071.968210288584
1322,26460,-6070.455108003594
1323,26480,-6069.10954094833
1324,26500,-6068.801979349572
1325,26520,-6068.991725525112
1326,26540,-6069.161704283726
1327,26560,-6069.612033881526
1328,26580,-6070.134229377948
1329,26600,-6070.068747138723
1330,26620,-6071.391645438251
1331,26640,-6073.374679986964
1332,26660,-6074.958692853207
1333,26680,-6073.802749737111
1334,26700,-6071.343762289689
1335,26720,-6071.416771195387
1336,26740,-6070.6842692290365
1337,26760,-6069.576534701411
1338,26780,-6068.581682306583
1339,26800,-6067.520601527085
1340,26820,-6067.9786971307585
1341,26840,-6067.07400884097
1342,26860,-6067.021280936413
1343,26880,-6068.838615658222
1344,26900,-6069.604273208396
1345,26920,-6069.994071975807
1346,26940,-6070.490001898827
1347,26960,-6071.420126519062
1348,26980,-6072.38453871525
1349,27000,-6073.46828438129
1350,27020,-6075.182155914123
1351,27040,-6075.546292913116
1352,27060,-6075.600528648675
1353,27080,-6073.788945646213
1354,27100,-6074.546923562425
1355,27120,-6075.437680895395
1356,27140,-6076.525712898134
1357,27160,-6076.839036227598
1358,27180,-6077.797365345714
1359,27200,-6078.4927218220255
1360,27220,-6080.214916093983
1361,27240,-6081.688552193368
1362,27260,-6083.10382470924
1363,27280,-6084.4387415855745
1364,27300,-6085.457811450278
1365,27320,-6085.493379842041
1366,27340,-6084.004220919087
1367,27360,-6082.408490371633
1368,27380,-6082.308752524579
1369,27400,-6082.2167463378455
1370,27420,-6081.741720933913
1371,27440,-6081.497638110767
1372,27460,-6082.782485488613
1373,27480,-6084.248857709073
1374,27500,-6085.3659895763485
1375,27520,-6087.046626888351
1376,27540,-6086.711449237953
1377,27560,-6086.41688666309
1378,27580,-6088.321861603199
1379,27600,-6090.170131328014
1380,27620,-6089.944627789683
1381,27640,-6089.380844277201
1382,27660,-6089.438056103579
1383,27680,-6091.049024428317
1384,27700,-6091.597884315381
1385,27720,-6090.779443815941
1386,27740,-6089.652532325479
1387,27760,-6088.09972472402
1388,27780,-6086.643842279216
1389,27800,-6085.422034050646
1390,27820,-6084.565752240517
1391,27840,-6081.451607474232
1392,27860,-6079.662564388476
1393,27880,-6078.896670828963
1394,27900,-6078.501285526806
1395,27920,-6077.886823875991
1396,27940,-6076.440993191702
1397,27960,-6075.5317718260885
1398,27980,-6074.796866324507
1399,28000,-6074.661782832333
1400,28020,-6075.962806947685
1401,28040,-6077.933029649057
1402,28060,-6078.727247582881
1403,28080,-6080.479241248124
1404,28100,-6081.287086180318
1405,28120,-6082.986060989708
1406,28140,-6084.458451064494
1407,28160,-6086.231817669776
1408,28180,-6086.825510954002
1409,28200,-6087.991232626839
1410,28220,-6089.327503146926
1411,28240,-6090.980326381177
1412,28260,-6091.330994059487
1413,28280,-6088.47260774759
1414,28300,-6087.234052107163
1415,28320,-6086.915650776639
1416,28340,-6085.962066075857
1417,28360,-6084.944936951594
1418,28380,-6083.833932515821
1419,28400,-6084.298253967202
1420,28420,-6084.47979635558
1421,28440,-6083.574604129918
1422,28460,-6084.751160576661
1423,28480,-6085.216553461329
1424,28500,-6085.20534504179
1425,28520,-6087.822230578886
1426,28540,-6089.5887503722
1427,28560,-6089.437193479578
1428,28580,-6089.977311601844
1429,28600,-6089.292360645111
1430,28620,-6084.030621470634
1431,28640,-6080.186002858325
1432,28660,-6076.124796604842
1433,28680,-6072.343445238419
1434,28700,-6068.557284599827
1435,28720,-6068.325515179862
1436,28740,-6068.0773155529805
1437,28760,-6070.847505851476
1438,28780,-6072.891498999363
1439,28800,-6075.66319919949
1440,28820,-6078.969479814137
1441,28840,-6083.477714533128
1442,28860,-6088.8865750355935
1443,28880,-6090.036674801202
1444,28900,-6090.399084159144
1445,28920,-6088.50818778186
1446,28940,-6087.836095680033
1447,28960,-6088.988336771299
1448,28980,-6087.840527371584
1449,29000,-6087.197848033631
1450,29020,-6087.707284108723
1451,29040,-6087.393384105159
1452,29060,-6087.511724329583
1453,29080,-6087.116197645484
1454,29100,-6086.796651298206
1455,29120,-6086.753514220382
1456,29140,-6087.6896011490335
1457,29160,-6087.475686601045
1458,29180,-6087.768759508109
1459,29200,-6087.939865561032
1460,29220,-6085.38825608519
1461,29240,-6085.1925650954245
1462,29260,-6084.5260691217945
1463,29280,-6081.74287234289
1464,29300,-6080.666883101585
1465,29320,-6081.230239435813
1466,29340,-6079.6177142759225
1467,29360,-6080.251557784374
1468,29380,-6082.742297363863
1469,29400,-6084.8253719819995
1470,29420,-6086.384019176508
1471,29440,-6087.048408523025
1472,29460,-6089.1594654547835
1473,29480,-6090.2308394092815
1474,29500,-6091.318478345606
1475,29520,-6092.198390631031
1476,29540,-6092.3810136411885
1477,29560,-6091.389612049314
1478,29580,-6091.078593048542
1479,29600,-6091.272959666106
1480,29620,-6089.9493336419755
1481,29640,-6089.000376004489
1482,29660,-6089.398454212683
1483,29680,-6088.0922008701455
1484,29700,-6087.195209559753
1485,29720,-6085.886991511439
1486,29740,-6085.060019345515
1487,29760,-6081.904265476412
1488,29780,-6078.421423744766
1489,29800,-6075.3081617230855
1490,29820,-6073.501643014833
1491,29840,-6072.558984866411
1492,29860,-6071.034545847675
1493,29880,-6072.724085541777
1494,29900,-6074.348728660694
1495,29920,-6076.861085201283
1496,29940,-6079.803924979208
1497,29960,-6080.581918392458
1498,29980,-6081.889966532148
1499,30000,-6083.865240271172
1500,30020,-6084.27912403512
1501,30040,-6084.4099469553685
1502,30060,-6083.917304155204
1503,30080,-6080.393928551436
1504,30100,-6075.61173375024
1505,30120,-6072.641801772919
1506,30140,-6068.143981191062
1507,30160,-6064.881094043759
1508,30180,-6062.837261598644
1509,30200,-6062.010008142552
1510,30220,-6063.423631514041
1511,30240,-6067.048564302142
1512,30260,-6071.712999168986
1513,30280,-6076.104348198825
1514,30300,-6079.591717195424
1515,30320,-6083.267976029067
1516,30340,-6085.97929559598
1517,30360,-6086.878891022238
1518,30380,-6084.860499181426
1519,30400,-6081.746637981504
1520,30420,-6075.53253765793
1521,30440,-6073.165944899072
1522,30460,-6070.3682672828945
1523,30480,-6068.589926326315
1524,30500,-6066.753049015598
1525,30520,-6064.122325576114
1526,30540,-6064.5950195518
1527,30560,-6065.528288368712
1528,30580,-6066.604732967698
1529,30600,-6068.412905692339
1530,30620,-6068.398506372053
1531,30640,-6068.850623279461
1532,30660,-6069.903225896296
1533,30680,-6069.287921626128
1534,30700,-6070.4132918463565
1535,30720,-6070.502508477085
1536,30740,-6070.577574963486
1537,30760,-6071.366179288971
1538,30780,-6071.783710476631
1539,30800,-6072.698275199487
1540,30820,-6074.290012205044
1541,30840,-6074.721640445854
1542,30860,-6074.62347712941
1543,30880,-6076.702758976256
1544,30900,-6078.163485590096
1545,30920,-6079.0685725629855
1546,30940,-6079.717926232207
1547,30960,-6080.864965985766
1548,30980,-6081.818819379521
1549,31000,-6081.702924821799
1550,31020,-6080.40893076653
1551,31040,-6077.878707113224
1552,31060,-6075.772567963306
1553,31080,-6073.725440734281
1554,31100,-6069.753505996516
1555,31120,-6066.335049115394
1556,31140,-6065.226704065043
1557,31160,-6064.140312115671
1558,31180,-6064.288244010719
1559,31200,-6067.065396344939
1560,31220,-6068.904873894133
1561,31240,-6070.587109342579
1562,31260,-6071.937443155882
1563,31280,-6074.273818161069
1564,31300,-6075.6076908924915
1565,31320,-6076.886578850357
1566,31340,-6079.090086943922
1567,31360,-6081.4128366005925
1568,31380,-6082.902712462292
1569,31400,-6085.386232469833
1570,31420,-6086.463389384957
1571,31440,-6087.62866605342
1572,31460,-6088.076228297281
1573,31480,-6089.161408774188
1574,31500,-6089.975433837531
1575,31520,-6088.895687979116
1576,31540,-6088.555754928747
1577,31560,-6087.568893715725
1578,31580,-6086.330541108943
1579,31600,-6086.3841772053365
1580,31620,-6086.5401542642685
1581,31640,-6086.550021138688
1582,31660,-6086.895840774587
1583,31680,-6087.481019210578
1584,31700,-6088.975866504826
1585,31720,-6086.398164794769
1586,31740,-6085.350634108543
1587,31760,-6081.462041377744
1588,31780,-6077.995627420376
1589,31800,-6074.720507618119
1590,31820,-6073.388906094495
1591,31840,-6075.068653284687
1592,31860,-6077.382195355022
1593,31880,-6079.455898329472
1594,31900,-6082.371536845396
1595,31920,-6084.251206749044
1596,31940,-6085.790311990144
1597,31960,-6087.704976864842
1598,31980,-6089.5830155827825
1599,32000,-6089.095673829863
1600,32020,-6090.098272018436
1601,32040,-6089.827623296566
1602,32060,-6089.17729750089
1603,32080,-6086.539991409803
1604,32100,-6082.016652218751
1605,32120,-6079.202384275
1606,32140,-6076.895572192728
1607,32160,-6076.15949752691
1608,32180,-6078.096916203346
1609,32200,-6079.64202159904
1610,32220,-6080.0396115974145
1611,32240,-6082.480979050659
1612,32260,-6086.134215058709
1613,32280,-6087.4060936378755
1614,32300,-6088.6967499103
1615,32320,-6089.914502200967
1616,32340,-6089.509158578955
1617,32360,-6087.77124731771
1618,32380,-6086.1404353541675
1619,32400,-6085.530530101515
1620,32420,-6084.7251343084845
1621,32440,-6083.124283583151
1622,32460,-6081.987779139247
1623,32480,-6082.218064220489
1624,32500,-6083.163513876391
1625,32520,-6083.280669055659
1626,32540,-6083.387035244527
1627,32560,-6082.637895241076
1628,32580,-6081.977503692861
1629,32600,-6081.6525995451975
1630,32620,-6081.538414863431
1631,32640,-6080.9365557543815
1632,32660,-6082.411460512596
1633,32680,-6082.113543410077
1634,32700,-6082.818391546243
1635,32720,-6083.055423464267
1636,32740,-6083.475446725959
1637,32760,-6084.107914198949
1638,32780,-6086.3932915864325
1639,32800,-6087.232957132782
1640,32820,-6087.5146327516795
1641,32840,-6087.98812665589
1642,32860,-6086.427149051985
1643,32880,-6084.584474923407
1644,32900,-6082.894142438726
1645,32920,-6082.114887814617
1646,32940,-6078.310802297148
1647,32960,-6075.652619110446
1648,32980,-6074.822805515629
1649,33000,-6074.893613730685
1650,33020,-6074.73591371182
1651,33040,-6074.212168469456
1652,33060,-6073.50084273011
1653,33080,-6073.044566229542
1654,33100,-6073.321874574543
1655,33120,-6073.623834886907
1656,33140,-6075.260005409526
1657,33160,-6078.104169100348
1658,33180,-6081.702369371187
1659,33200,-6085.954082996949
1660,33220,-6089.176476624832
1661,33240,-6091.4524028907745
1662,33260,-6093.021013221711
1663,33280,-6094.025191259187
1664,33300,-6093.951829143713
1665,33320,-6092.243139451334
1666,33340,-6089.751613833794
1667,33360,-6087.417484248854
1668,33380,-6085.17858967181
1669,33400,-6081.815314919266
1670,33420,-6079.228956480867
1671,33440,-6079.378193593785
1672,33460,-6078.587356011391
1673,33480,-6080.27102117275
1674,33500,-6082.561703301836
1675,33520,-6083.282459232378
1676,33540,-6084.994007158629
1677,33560,-6085.717364817811
1678,33580,-6085.632556626976
1679,33600,-6085.277778256126
1680,33620,-6083.527478286718
1681,33640,-6081.047976947556
1682,33660,-6078.890086103499
1683,33680,-6077.982949564617
1684,33700,-6076.881103969876
1685,33720,-6077.118661584991
1686,33740,-6078.694503131629
1687,33760,-6081.793528641667
1688,33780,-6083.304425186061
1689,33800,-6085.5193924215755
1690,33820,-6086.839519619079
1691,33840,-6087.602581604353
1692,33860,-6088.302945965301
1693,33880,-6088.21735677224
1694,33900,-6086.446186554156
1695,33920,-6084.565614016053
1696,33940,-6081.614138940115
1697,33960,-6079.24812933391
1698,33980,-6075.988134148945
1699,34000,-6073.2679220918835
1700,34020,-6070.943883128052
1701,34040,-6069.645447411533
1702,34060,-6068.738801111044
1703,34080,-6067.686779525198
1704,34100,-6068.752406574704
1705,34120,-6069.603487759763
1706,34140,-6070.535631116901
1707,34160,-6072.519840120794
1708,34180,-6072.964025505726
1709,34200,-6073.937981768217
1710,34220,-6074.510470641846
1711,34240,-6072.741899240749
1712,34260,-6072.234854619872
1713,34280,-6072.712741650443
1714,34300,-6073.327437638535
1715,34320,-6073.105842156282
1716,34340,-6071.61578167957
1717,34360,-6070.454415116383
1718,34380,-6069.793077547652
1719,34400,-6068.620399538121
1720,34420,-6067.6971719032235
1721,34440,-6067.369385249851
1722,34460,-6066.707582063517
1723,34480,-6065.815923605359
1724,34500,-6066.408420702468
1725,34520,-6065.527304743792
1726,34540,-6066.260764249579
1727,34560,-6068.158611399663
1728,34580,-6069.144360710639
1729,34600,-6069.654409023056
1730,34620,-6072.647532900263
1731,34640,-6075.101975183847
1732,34660,-6076.888114237986
1733,34680,-6079.451968663116
1734,34700,-6081.0281942486745
1735,34720,-6080.163322444394
1736,34740,-6077.540032955516
1737,34760,-6074.466117273503
1738,34780,-6071.9498824551665
1739,34800,-6070.547405964133
1740,34820,-6072.2285497713065
1741,34840,-6074.454288680681
1742,34860,-6076.527919580908
1743,34880,-6078.347477710181
1744,34900,-6080.684658304508
1745,34920,-6082.423863007242
1746,34940,-6084.0268744967025
1747,34960,-6085.666243915543
1748,34980,-6085.328733768798
1749,35000,-6085.040969969584
1750,35020,-6084.085332793849
1751,35040,-6082.447669644171
1752,35060,-6080.467226624427
1753,35080,-6080.073213117723
1754,35100,-6080.679593221451
1755,35120,-6080.858447304434
1756,35140,-6080.371274889002
1757,35160,-6079.105400593019
1758,35180,-6075.838013656234
1759,35200,-6073.871689334077
1760,35220,-6071.278033285443
1761,35240,-6069.27981299199
1762,35260,-6068.141464029955
1763,35280,-6067.773398496692
1764,35300,-6066.851957433717
1765,35320,-6065.542503446974
1766,35340,-6065.532724348488
1767,35360,-6065.565384024245
1768,35380,-6067.127733355759
1769,35400,-6067.6111355482435
1770,35420,-6070.53564139314
1771,35440,-6072.3113256145125
1772,35460,-6074.364969582519
1773,35480,-6075.952060893288
1774,35500,-6077.079972578267
1775,35520,-6078.130739426249
1776,35540,-6078.478597222818
1777,35560,-6080.017252778255
1778,35580,-6081.908830631695
1779,35600,-6082.8422633689925
1780,35620,-6082.733611831557
1781,35640,-6082.7917190107
1782,35660,-6082.236074072197
1783,35680,-6080.952211530484
1784,35700,-6080.512763542569
1785,35720,-6078.748705152237
1786,35740,-6075.585611849063
1787,35760,-6072.523176979251
1788,35780,-6071.863996128855
1789,35800,-6071.051282130357
1790,35820,-6070.40991774974
1791,35840,-6072.522962608883
1792,35860,-6074.466381450743
1793,35880,-6076.007196069685
1794,35900,-6077.735586401202
1795,35920,-6078.882503211871
1796,35940,-6080.736258251315
1797,35960,-6080.631194101052
1798,35980,-6080.649983689932
1799,20,-11259.688920454546
1800,40,-11268.86221590909
1801,60,-11261.859375
1802,80,-11249.408380681818
1803,100,-11243.83877840909
1804,120,-11190.233664772728
1805,140,-10997.030539772728
1806,160,-10711.431107954546
1807,180,-10198.193892045454
1808,200,-10009.564630681818
1809,220,-9819.353693181818
1810,240,-9711.61221590909
1811,260,-9506.988636363636
1812,280,-9086.696022727272
1813,300,-8614.264204545454
1814,320,-8221.154829545454
1815,340,-7624.465909090909
1816,360,-7099.115767045455
1817,380,-6679.790482954545
1818,400,-6308.355113636364
1819,420,-6195.124289772727
1820,440,-6153.779829545455
1821,460,-6141.139204545455
1822,480,-6113.379261363636
1823,500,-6121.034090909091
1824,520,-6113.530539772727
1825,540,-6118.442471590909
1826,560,-6110.173295454545
1827,580,-6115.160511363636
1828,600,-6116.948863636364
1829,620,-6118.103693181818
1830,640,-6110.962357954545
1831,660,-6112.183238636364
1832,680,-6111.368607954545
1833,700,-6111.6953125
1834,720,-6101.960227272727
1835,740,-6096.526988636364
1836,760,-6092.409801136364
1837,780,-6107.222301136364
1838,800,-6100.546875
1839,820,-6112.155539772727
1840,840,-6109.172585227273
1841,860,-6112.051136363636
1842,880,-6114.378551136364
1843,900,-6111.120738636364
1844,920,-6105.294034090909
1845,940,-6099.4765625
1846,960,-6106.092329545455
1847,980,-6107.202414772727
1848,1000,-6103.212357954545
1849,1020,-6103.65625
1850,1040,-6113.083096590909
1851,1060,-6108.627130681818
1852,1080,-6107.880681818182
1853,1100,-6105.057528409091
1854,1120,-6106.591619318182
1855,1140,-6105.825284090909
1856,1160,-6106.911931818182
1857,1180,-6099.982954545455
1858,1200,-6103.565340909091
1859,1220,-6100.894176136364
1860,1240,-6107.058238636364
1861,1260,-6095.208096590909
1862,1280,-6108.292613636364
1863,1300,-6099.505681818182
1864,1320,-6101.987926136364
1865,1340,-6099.482954545455
1866,1360,-6099.245028409091
1867,1380,-6104.767755681818
1868,1400,-6095.338778409091
1869,1420,-6095.806107954545
1870,1440,-6096.333096590909
1871,1460,-6096.714488636364
1872,1480,-6105.1796875
1873,1500,-6098.897727272727
1874,1520,-6096.928977272727
1875,1540,-6084.274147727273
1876,1560,-6088.573153409091
1877,1580,-6094.048295454545
1878,1600,-6098.180397727273
1879,1620,-6095.815340909091
1880,1640,-6099.816761363636
1881,1660,-6090.750710227273
1882,1680,-6090.955255681818
1883,1700,-6088.162642045455
1884,1720,-6085.361505681818
1885,1740,-6085.8359375
1886,1760,-6085.292613636364
1887,1780,-6086.762784090909
1888,1800,-6090.827414772727
1889,1820,-6100.5078125
1890,1840,-6087.931107954545
1891,1860,-6097.463778409091
1892,1880,-6099.236505681818
1893,1900,-6092.699573863636
1894,1920,-6092.857244318182
1895,1940,-6098.082386363636
1896,1960,-6094.487926136364
1897,1980,-6095.313210227273
1898,2000,-6093.419034090909
1899,2020,-6088.372869318182
1900,2040,-6093.567471590909
1901,2060,-6093.5234375
1902,2080,-6094.957386363636
1903,2100,-6091.6796875
1904,2120,-6089.446022727273
1905,2140,-6092.358664772727
1906,2160,-6094.392755681818
1907,2180,-6097.416193181818
1908,2200,-6095.890625
1909,2220,-6106.110085227273
1910,2240,-6096.715198863636
1911,2260,-6105.873579545455
1912,2280,-6105.780539772727
1913,2300,-6103.928977272727
1914,2320,-6098.176136363636
1915,2340,-6094.740767045455
1916,2360,-6094.636363636364
1917,2380,-6094.335227272727
1918,2400,-6095.393465909091
1919,2420,-6098.756392045455
1920,2440,-6100.077414772727
1921,2460,-6096.871448863636
1922,2480,-6097.293323863636
1923,2500,-6090.908380681818
1924,2520,-6095.421875
1925,2540,-6099.705255681818
1926,2560,-6105.095880681818
