,Training episodes,Reward
215,4320,-6101.101800196307
216,4340,-6100.054593566136
217,4360,-6100.973788489273
218,4380,-6101.395934200509
219,4400,-6101.037201905861
220,4420,-6102.020528570143
221,4440,-6101.003496719751
222,4460,-6100.888450784892
223,4480,-6099.24470949155
224,4500,-6097.449886911421
225,4520,-6096.966869756409
226,4540,-6097.798069668765
227,4560,-6098.08405232592
228,4580,-6101.168520269826
229,4600,-6102.714645761315
230,4620,-6104.029387063597
231,4640,-6104.352628969059
232,4660,-6104.239915675247
233,4680,-6105.770057540198
234,4700,-6104.404682395794
235,4720,-6101.028007280272
236,4740,-6099.12780355149
237,4760,-6095.811617841192
238,4780,-6094.036794272954
239,4800,-6093.109691100181
240,4820,-6093.530224471054
241,4840,-6096.346764804116
242,4860,-6098.899428888747
243,4880,-6100.525366974634
244,4900,-6101.3080776706165
245,4920,-6103.040638272857
246,4940,-6103.272851527377
247,4960,-6104.448536903719
248,4980,-6105.3102499775205
249,5000,-6104.881154527471
250,5020,-6103.897111121977
251,5040,-6102.093257079399
252,5060,-6101.506139754428
253,5080,-6100.852070894451
254,5100,-6102.040321488288
255,5120,-6101.969615145175
256,5140,-6100.9370557525035
257,5160,-6100.768252556549
258,5180,-6100.070283863421
259,5200,-6099.846994136191
260,5220,-6098.658561218043
261,5240,-6099.520883065343
262,5260,-6100.229774634092
263,5280,-6101.165353798183
264,5300,-6101.980010311273
265,5320,-6103.041394612655
266,5340,-6104.694763417396
267,5360,-6103.731805052098
268,5380,-6101.633739496224
269,5400,-6100.854292733342
270,5420,-6100.379030777582
271,5440,-6099.2535087129745
272,5460,-6098.659483106743
273,5480,-6098.436393303576
274,5500,-6098.92283623377
275,5520,-6099.313553077925
276,5540,-6100.149422007795
277,5560,-6103.240702378963
278,5580,-6105.6429880395335
279,5600,-6107.640242704354
280,5620,-6109.350972572574
281,5640,-6109.23205646715
282,5660,-6107.636923582811
283,5680,-6104.456697957157
284,5700,-6103.930841320271
285,5720,-6101.572371919852
286,5740,-6100.462016854063
287,5760,-6098.584670301432
288,5780,-6098.304241922964
289,5800,-6098.972512856552
290,5820,-6099.294771648878
291,5840,-6100.570476410011
292,5860,-6103.193739082553
293,5880,-6103.872178766042
294,5900,-6104.90356687647
295,5920,-6104.72952963754
296,5940,-6103.834475982759
297,5960,-6103.467864877116
298,5980,-6101.350002128966
299,6000,-6100.700314203172
300,6020,-6099.660819544355
301,6040,-6097.679365862757
302,6060,-6095.915083599297
303,6080,-6094.349822561255
304,6100,-6092.919630776277
305,6120,-6092.615960302839
306,6140,-6093.7004386968165
307,6160,-6095.879385048363
308,6180,-6099.540297811417
309,6200,-6102.953545067315
310,6220,-6105.739398553852
311,6240,-6107.583706343082
312,6260,-6108.400345756284
313,6280,-6109.487464105027
314,6300,-6108.8259087840215
315,6320,-6107.523653163581
316,6340,-6105.586962303592
317,6360,-6103.258348251965
318,6380,-6099.375144510663
319,6400,-6096.643581517621
320,6420,-6095.447109532279
321,6440,-6094.547176262186
322,6460,-6093.854218282477
323,6480,-6096.183800762345
324,6500,-6098.379426973513
325,6520,-6098.893030215174
326,6540,-6100.932463944866
327,6560,-6102.178925701348
328,6580,-6103.93788487926
329,6600,-6105.1456204034075
330,6620,-6106.989791777271
331,6640,-6108.66129364909
332,6660,-6110.253324691999
333,6680,-6112.748824526327
334,6700,-6114.036417575607
335,6720,-6116.435810196848
336,6740,-6116.036716339297
337,6760,-6118.097128753256
338,6780,-6117.193896184423
339,6800,-6114.533383992993
340,6820,-6109.766479921666
341,6840,-6105.596564619152
342,6860,-6101.5572232862305
343,6880,-6099.9257502198925
344,6900,-6098.951821766823
345,6920,-6096.1184176407305
346,6940,-6095.512347748949
347,6960,-6096.541128199158
348,6980,-6098.338300286599
349,7000,-6100.836123183824
350,7020,-6103.021455365241
351,7040,-6105.4265392921925
352,7060,-6107.44549279739
353,7080,-6106.872587419731
354,7100,-6106.578325617603
355,7120,-6107.126012766809
356,7140,-6106.201662486174
357,7160,-6106.106074307121
358,7180,-6104.014120809333
359,7200,-6102.3617227838295
360,7220,-6102.47148049979
361,7240,-6103.884996899832
362,7260,-6104.158139565319
363,7280,-6105.640574152255
364,7300,-6106.9111809127135
365,7320,-6107.666018593807
366,7340,-6109.210939875046
367,7360,-6108.7879280364
368,7380,-6108.665285610939
369,7400,-6107.268023943297
370,7420,-6106.134731654637
371,7440,-6106.112898960073
372,7460,-6105.246143031694
373,7480,-6103.798476925355
374,7500,-6102.822020176648
375,7520,-6101.933042277682
376,7540,-6100.410354276691
377,7560,-6101.157970921352
378,7580,-6100.612598327991
379,7600,-6099.947749116938
380,7620,-6098.835329975369
381,7640,-6099.631616253022
382,7660,-6098.889383911508
383,7680,-6099.818325311025
384,7700,-6100.264177294273
385,7720,-6102.8664554717825
386,7740,-6102.981658695608
387,7760,-6103.650383774668
388,7780,-6104.714909292461
389,7800,-6104.33726834306
390,7820,-6107.292826038084
391,7840,-6107.419772194104
392,7860,-6107.67260752801
393,7880,-6107.749875795135
394,7900,-6106.180440408835
395,7920,-6105.596056872522
396,7940,-6105.221873907109
397,7960,-6105.97977185296
398,7980,-6106.068618618731
399,8000,-6105.887139213167
400,8020,-6105.984853415988
401,8040,-6106.660325914609
402,8060,-6108.578118686232
403,8080,-6109.741472221713
404,8100,-6111.311785731916
405,8120,-6113.805110403715
406,8140,-6114.977611050244
407,8160,-6114.030100203831
408,8180,-6111.656040390338
409,8200,-6110.347701630452
410,8220,-6107.013956758907
411,8240,-6105.416279043489
412,8260,-6103.695949371155
413,8280,-6100.809174269651
414,8300,-6098.633276915721
415,8320,-6096.479490850758
416,8340,-6095.865836998789
417,8360,-6095.373209371758
418,8380,-6096.326266361043
419,8400,-6097.201069907016
420,8420,-6098.190401380159
421,8440,-6098.989110876854
422,8460,-6102.807908019665
423,8480,-6107.057121870277
424,8500,-6110.947686132586
425,8520,-6112.455307996977
426,8540,-6112.930581624855
427,8560,-6114.029124390793
428,8580,-6113.10128246718
429,8600,-6111.203469155562
430,8620,-6109.372434415358
431,8640,-6108.44368616865
432,8660,-6104.994863707647
433,8680,-6099.892765966117
434,8700,-6095.785519591075
435,8720,-6094.525432718315
436,8740,-6094.455431401924
437,8760,-6096.70937353063
438,8780,-6099.988521551776
439,8800,-6106.047209286875
440,8820,-6110.906091293136
441,8840,-6114.370043489054
442,8860,-6115.531972291244
443,8880,-6114.335947151177
444,8900,-6113.752422493669
445,8920,-6112.119693676754
446,8940,-6109.11819812322
447,8960,-6106.541433498576
448,8980,-6104.842379753407
449,9000,-6102.656574257271
450,9020,-6101.1218503149075
451,9040,-6100.025463206472
452,9060,-6099.329603519723
453,9080,-6098.352745315778
454,9100,-6098.706770116258
455,9120,-6098.990416093006
456,9140,-6099.39091241986
457,9160,-6099.646962890433
458,9180,-6099.956348721437
459,9200,-6099.768630113514
460,9220,-6100.501835908993
461,9240,-6101.081866454468
462,9260,-6100.78097611812
463,9280,-6100.946513849041
464,9300,-6101.149682670142
465,9320,-6100.958240454295
466,9340,-6099.968154863436
467,9360,-6098.995404572567
468,9380,-6098.195187294417
469,9400,-6097.485127108261
470,9420,-6096.570203959335
471,9440,-6094.975907485649
472,9460,-6094.034845306701
473,9480,-6093.6409444271785
474,9500,-6095.959062359924
475,9520,-6099.009011251575
476,9540,-6099.9022374103515
477,9560,-6100.608295610099
478,9580,-6102.290755806261
479,9600,-6103.789422826826
480,9620,-6105.925146216006
481,9640,-6107.118526063714
482,9660,-6109.343968578243
483,9680,-6109.08909531714
484,9700,-6108.113179662803
485,9720,-6107.550202821152
486,9740,-6106.691298620558
487,9760,-6106.722641169174
488,9780,-6105.674277708066
489,9800,-6103.334450575543
490,9820,-6101.102219551343
491,9840,-6099.53007109562
492,9860,-6097.178886421951
493,9880,-6095.393961410288
494,9900,-6095.736191855503
495,9920,-6096.30699325713
496,9940,-6096.733378696612
497,9960,-6096.50204386638
498,9980,-6098.0247885021945
499,10000,-6098.15122284721
500,10020,-6098.647824868677
501,10040,-6098.849793985851
502,10060,-6099.090062461408
503,10080,-6100.061396560035
504,10100,-6099.1046570207545
505,10120,-6098.010714252967
506,10140,-6096.946497538737
507,10160,-6095.993987803717
508,10180,-6096.745190242973
509,10200,-6098.75339651256
510,10220,-6098.698597891866
511,10240,-6098.904048768038
512,10260,-6098.754346968975
513,10280,-6099.096091211543
514,10300,-6098.337952514689
515,10320,-6098.681867693569
516,10340,-6097.743079382128
517,10360,-6099.865060096611
518,10380,-6100.863212850017
519,10400,-6100.759320280013
520,10420,-6103.479189178555
521,10440,-6104.991874070117
522,10460,-6105.72901061973
523,10480,-6105.197270995784
524,10500,-6105.711083842081
525,10520,-6105.766594346393
526,10540,-6105.248928886205
527,10560,-6105.497296518055
528,10580,-6104.300394032625
529,10600,-6103.466025453373
530,10620,-6102.898530589971
531,10640,-6101.5749324265225
532,10660,-6099.684093668491
533,10680,-6099.5292351620665
534,10700,-6099.365291538744
535,10720,-6100.733000276449
536,10740,-6101.847337721159
537,10760,-6102.838239495109
538,10780,-6103.532239323359
539,10800,-6104.187581231415
540,10820,-6102.333871803314
541,10840,-6101.311273579015
542,10860,-6100.126575681394
543,10880,-6098.598135545115
544,10900,-6097.2741050270015
545,10920,-6096.852238567056
546,10940,-6096.400256762736
547,10960,-6096.923756546552
548,10980,-6097.774800691786
549,11000,-6098.703079189792
550,11020,-6098.919991760925
551,11040,-6099.771504772377
552,11060,-6100.116067454265
553,11080,-6099.700240327049
554,11100,-6098.401953625275
555,11120,-6095.295710627493
556,11140,-6094.122648047449
557,11160,-6090.686186619778
558,11180,-6088.200937932185
559,11200,-6086.566148073021
560,11220,-6087.96144118569
561,11240,-6088.06972113037
562,11260,-6090.708617813388
563,11280,-6091.928541977983
564,11300,-6094.04610062784
565,11320,-6095.88119868409
566,11340,-6098.788055538182
567,11360,-6100.242234203272
568,11380,-6100.3954919080725
569,11400,-6100.062984435549
570,11420,-6098.378086412075
571,11440,-6097.976616856933
572,11460,-6097.276179849183
573,11480,-6096.487279106619
574,11500,-6096.062124421659
575,11520,-6095.315892719145
576,11540,-6095.667202811679
577,11560,-6096.09896111298
578,11580,-6095.075759799474
579,11600,-6092.349244203216
580,11620,-6088.823855589845
581,11640,-6087.561215153694
582,11660,-6085.176955077501
583,11680,-6081.598666334728
584,11700,-6080.728364885964
585,11720,-6079.528572590589
586,11740,-6079.145727390653
587,11760,-6079.9174341852495
588,11780,-6081.198009848199
589,11800,-6082.995765833104
590,11820,-6085.5767263028465
591,11840,-6088.835954905913
592,11860,-6091.302854833822
593,11880,-6095.226374776148
594,11900,-6097.757236184554
595,11920,-6099.223118493098
596,11940,-6100.384886839933
597,11960,-6101.3908640174
598,11980,-6100.51737871392
599,12000,-6099.704954107499
600,12020,-6098.575184876909
601,12040,-6097.313556992436
602,12060,-6097.558231957585
603,12080,-6097.914057156977
604,12100,-6097.019597998308
605,12120,-6096.362269307738
606,12140,-6095.171207491645
607,12160,-6096.578159175134
608,12180,-6097.55073756738
609,12200,-6097.138033235721
610,12220,-6097.101051588577
611,12240,-6096.150585589044
612,12260,-6095.368195743962
613,12280,-6094.64143159517
614,12300,-6093.798088457954
615,12320,-6091.575544629999
616,12340,-6090.1764868403625
617,12360,-6089.8684621995635
618,12380,-6091.064798168742
619,12400,-6092.7211567168115
620,12420,-6093.903914009812
621,12440,-6095.512619844213
622,12460,-6097.9396413299155
623,12480,-6100.734241473024
624,12500,-6102.641512496601
625,12520,-6104.163352042735
626,12540,-6104.80823845237
627,12560,-6106.593749852805
628,12580,-6106.671590791335
629,12600,-6105.6837214967045
630,12620,-6104.345272651909
631,12640,-6103.016274939709
632,12660,-6101.151798360857
633,12680,-6101.83095573414
634,12700,-6103.071156632766
635,12720,-6103.629368488031
636,12740,-6106.966562972242
637,12760,-6108.391148105066
638,12780,-6110.799992347689
639,12800,-6111.900505241788
640,12820,-6112.199097375248
641,12840,-6110.7437949456535
642,12860,-6108.826854138341
643,12880,-6106.2842105834
644,12900,-6102.739300284901
645,12920,-6099.654082273375
646,12940,-6097.754657864155
647,12960,-6096.489237654961
648,12980,-6096.08769694215
649,13000,-6094.386634826446
650,13020,-6096.23942149752
651,13040,-6098.174207652561
652,13060,-6100.314508167503
653,13080,-6102.276606534002
654,13100,-6104.664182954474
655,13120,-6105.574670227215
656,13140,-6106.648372545408
657,13160,-6107.480061672691
658,13180,-6106.161037974516
659,13200,-6103.847722425067
660,13220,-6103.014967712781
661,13240,-6102.308280988407
662,13260,-6101.110687290726
663,13280,-6099.955027105308
664,13300,-6098.034902366064
665,13320,-6096.678205983761
666,13340,-6095.791428423372
667,13360,-6096.154733647789
668,13380,-6095.822792600049
669,13400,-6097.665194307312
670,13420,-6098.7683770367585
671,13440,-6098.587997083952
672,13460,-6097.787301076253
673,13480,-6096.926147679184
674,13500,-6095.827707916074
675,13520,-6096.9310583783135
676,13540,-6096.961750111742
677,13560,-6097.5975250893935
678,13580,-6098.152309844242
679,13600,-6099.8029558299395
680,13620,-6100.895915800315
681,13640,-6101.737897412979
682,13660,-6102.582079294019
683,13680,-6101.420919117033
684,13700,-6100.400371657262
685,13720,-6101.050979143992
686,13740,-6100.920470815193
687,13760,-6103.2409221067
688,13780,-6105.779243367178
689,13800,-6106.5094742391975
690,13820,-6107.625903254994
691,13840,-6107.895751013086
692,13860,-6108.032225810469
693,13880,-6107.137996557466
694,13900,-6106.0378120187
695,13920,-6104.973573478596
696,13940,-6103.958404237423
697,13960,-6100.483200662665
698,13980,-6098.040963939222
699,14000,-6097.237742742287
700,14020,-6100.291898739284
701,14040,-6101.280820127791
702,14060,-6102.867269738596
703,14080,-6103.458872609059
704,14100,-6105.763973087247
705,14120,-6106.64938869707
706,14140,-6107.19337459402
707,14160,-6107.37700081158
708,14180,-6107.607850649263
709,14200,-6105.160570292138
710,14220,-6103.931865324619
711,14240,-6100.75188430515
712,14260,-6097.725797216847
713,14280,-6094.754785500751
714,14300,-6091.9221522642365
715,14320,-6088.445392265934
716,14340,-6085.4280467672925
717,14360,-6084.32482377747
718,14380,-6084.148353340157
719,14400,-6084.960728126671
720,14420,-6086.0346336377
721,14440,-6089.429553501068
722,14460,-6092.997193937217
723,14480,-6095.625880149773
724,14500,-6097.997863210728
725,14520,-6099.415193977673
726,14540,-6100.603888136684
727,14560,-6101.238934372983
728,14580,-6099.9456929529315
729,14600,-6095.844480498709
730,14620,-6092.432970762604
731,14640,-6088.4790470646285
732,14660,-6086.752981969884
733,14680,-6086.974544666816
734,14700,-6088.847391415271
735,14720,-6092.116407450399
736,14740,-6093.310881642137
737,14760,-6094.412057586436
738,14780,-6095.125952887331
739,14800,-6096.764114582592
740,14820,-6095.912570075164
741,14840,-6096.32593674195
742,14860,-6097.598249393559
743,14880,-6095.61680974212
744,14900,-6092.733220520969
745,14920,-6090.162854825866
746,14940,-6087.72460204251
747,14960,-6085.954255497644
748,14980,-6085.255165761751
749,15000,-6086.944189427582
750,15020,-6089.803220860247
751,15040,-6091.589877824562
752,15060,-6093.600737486922
753,15080,-6095.629595671356
754,15100,-6098.4907504007215
755,15120,-6098.5014071387595
756,15140,-6099.707659801916
757,15160,-6098.625218750623
758,15180,-6096.284692045953
759,15200,-6093.813975227672
760,15220,-6092.311833591229
761,15240,-6090.912961191164
762,15260,-6090.280510998386
763,15280,-6091.04727811689
764,15300,-6092.851884993512
765,15320,-6094.706650040263
766,15340,-6095.545859804938
767,15360,-6097.149329889405
768,15380,-6098.246878684251
769,15400,-6099.984860901946
770,15420,-6101.1778034942845
771,15440,-6101.177185977245
772,15460,-6101.47186241816
773,15480,-6102.004762661801
774,15500,-6101.894151038531
775,15520,-6102.211485603551
776,15540,-6102.770182801022
777,15560,-6101.875805331726
778,15580,-6101.913712447199
779,15600,-6100.545032457759
780,15620,-6099.013582784389
781,15640,-6096.360013954783
782,15660,-6094.980056618372
783,15680,-6093.1384487037885
784,15700,-6091.7618953266665
785,15720,-6089.995453761333
786,15740,-6089.810993690885
787,15760,-6090.258596089071
788,15780,-6090.954888234894
789,15800,-6092.036353769733
790,15820,-6093.704367106696
791,15840,-6095.523152776266
792,15860,-6096.759715402832
793,15880,-6098.417999594993
794,15900,-6098.551018994176
795,15920,-6098.340389058977
796,15940,-6098.950152156272
797,15960,-6099.715235361382
798,15980,-6097.553154198196
799,16000,-6096.446642676739
800,16020,-6094.574643686847
801,16040,-6093.27136267675
802,16060,-6092.243510595945
803,16080,-6091.926768704028
804,16100,-6092.88573314504
805,16120,-6093.346370606941
806,16140,-6095.623971485552
807,16160,-6097.464091961168
808,16180,-6098.646273568935
809,16200,-6098.242587036966
810,16220,-6097.1410866750275
811,16240,-6095.889715930931
812,16260,-6095.124840926563
813,16280,-6094.795895468524
814,16300,-6094.168818647546
815,16320,-6093.469571963491
816,16340,-6092.877220070793
817,16360,-6092.9914067384525
818,16380,-6092.402500390762
819,16400,-6092.3562332671545
820,16420,-6090.819645704632
821,16440,-6088.999040427342
822,16460,-6088.276078932782
823,16480,-6088.230948373499
824,16500,-6088.424531426072
825,16520,-6088.508943322675
826,16540,-6088.247921703594
827,16560,-6087.124757817421
828,16580,-6087.026084663028
829,16600,-6086.650839321332
830,16620,-6086.814989638883
831,16640,-6088.163355347469
832,16660,-6088.420599050703
833,16680,-6089.356791740562
834,16700,-6090.786995892449
835,16720,-6091.549198986686
836,16740,-6092.377711462075
837,16760,-6092.005010078751
838,16780,-6092.785826244819
839,16800,-6093.828660995855
840,16820,-6094.477701523956
841,16840,-6095.359149855528
842,16860,-6095.772405111695
843,16880,-6096.473179771174
844,16900,-6096.880958589666
845,16920,-6096.301783917188
846,16940,-6095.865006679205
847,16960,-6095.935187161545
848,16980,-6094.517183820145
849,17000,-6092.642440237934
850,17020,-6091.170060144893
851,17040,-6090.291729934096
852,17060,-6090.319321447277
853,17080,-6090.339974203275
854,17100,-6091.546269135347
855,17120,-6093.01272553555
856,17140,-6094.5101804284395
857,17160,-6095.501184115479
858,17180,-6096.726373428747
859,17200,-6095.355104424816
860,17220,-6095.264907403489
861,17240,-6094.411357740973
862,17260,-6093.87667142005
863,17280,-6094.71099622695
864,17300,-6095.478171981559
865,17320,-6095.1737307670655
866,17340,-6093.4682459772885
867,17360,-6094.492778600013
868,17380,-6096.103739925465
869,17400,-6097.74577603128
870,17420,-6097.188808325024
871,17440,-6097.508148932747
872,17460,-6097.838053237106
873,17480,-6098.183226680593
874,17500,-6098.433797253565
875,17520,-6098.169054848307
876,17540,-6097.708397287736
877,17560,-6096.239729193826
878,17580,-6094.453715173242
879,17600,-6094.591665320412
880,17620,-6094.279014074511
881,17640,-6094.9073021687
882,17660,-6096.01177923496
883,17680,-6097.302321115241
884,17700,-6099.496402346738
885,17720,-6102.056923013754
886,17740,-6105.0694020473675
887,17760,-6108.298703456076
888,17780,-6111.738536628496
889,17800,-6114.694806575524
890,17820,-6115.423174805874
891,17840,-6113.636977344699
892,17860,-6111.778900057577
893,17880,-6109.107779136971
894,17900,-6107.633240355031
895,17920,-6103.638978647661
896,17940,-6101.084904509038
897,17960,-6099.206417925412
898,17980,-6097.8851627494205
899,18000,-6097.390942699536
900,18020,-6096.177242795992
901,18040,-6095.423470373157
902,18060,-6094.607952434889
903,18080,-6093.80979944791
904,18100,-6095.142441831055
905,18120,-6095.362106873936
906,18140,-6094.81908890824
907,18160,-6095.464504081137
908,18180,-6095.488648719455
909,18200,-6096.101288293746
910,18220,-6096.731314725906
911,18240,-6098.889029053452
912,18260,-6099.2123596063975
913,18280,-6097.632103594209
914,18300,-6096.339489693549
915,18320,-6096.340057663931
916,18340,-6095.863807494781
917,18360,-6095.701131223098
918,18380,-6093.45721179666
919,18400,-6091.135371710056
920,18420,-6089.085712140772
921,18440,-6088.581211758072
922,18460,-6088.2969296337305
923,18480,-6088.332003934257
924,18500,-6089.648841783769
925,18520,-6091.047624563378
926,18540,-6092.83426442343
927,18560,-6095.4201104023805
928,18580,-6098.484099685541
929,18600,-6101.24438202116
930,18620,-6101.103886298746
931,18640,-6101.257256766269
932,18660,-6099.6877656402885
933,18680,-6098.105042057685
934,18700,-6097.124232509785
935,18720,-6095.306488280556
936,18740,-6092.392633806263
937,18760,-6090.13910704501
938,18780,-6089.220802681462
939,18800,-6089.0249375997155
940,18820,-6088.756313716136
941,18840,-6089.912437336545
942,18860,-6091.323983960145
943,18880,-6095.5743860317525
944,18900,-6098.310219052674
945,18920,-6100.418061605776
946,18940,-6101.826352693712
947,18960,-6101.801707154969
948,18980,-6100.476735042157
949,19000,-6100.280819851907
950,19020,-6099.8497979269805
951,19040,-6098.862224705221
952,19060,-6098.018899082358
953,19080,-6096.237278356795
954,19100,-6094.667237458163
955,19120,-6094.589187693803
956,19140,-6091.729162655043
957,19160,-6090.236597169489
958,19180,-6089.132743644683
959,19200,-6087.245399461201
960,19220,-6086.5109502507785
961,19240,-6086.93461247335
962,19260,-6088.327945660498
963,19280,-6088.365623573853
964,19300,-6089.400595449992
965,19320,-6089.912521814538
966,19340,-6089.506721997085
967,19360,-6090.654241234031
968,19380,-6091.076517987225
969,19400,-6091.272009844325
970,19420,-6091.034085148187
971,19440,-6089.887353345823
972,19460,-6088.736445176658
973,19480,-6087.32708227769
974,19500,-6088.613086276698
975,19520,-6087.5928837940855
976,19540,-6086.779846807995
977,19560,-6088.723167219124
978,19580,-6090.373704229844
979,19600,-6093.0594747475125
980,19620,-6095.701983207101
981,19640,-6098.23843315659
982,19660,-6100.823132888909
983,19680,-6102.186347220218
984,19700,-6102.222515276174
985,19720,-6101.007983811848
986,19740,-6099.17641545857
987,19760,-6094.299228957765
988,19780,-6089.260263848029
989,19800,-6083.093012214787
990,19820,-6076.805233635467
991,19840,-6071.174158499282
992,19860,-6069.937338163063
993,19880,-6069.226148939541
994,19900,-6069.611885060724
