,Training episodes,Loss
0,40,0.050540986061096194
1,80,0.046786262512207036
2,140,0.04350704441070557
3,180,0.04039369781494141
4,200,0.039507149852752686
5,240,0.038097540217590334
6,300,0.03656767946716309
7,340,0.03465199456402589
8,360,0.03440796888501588
9,380,0.033828652673015144
10,460,0.03258129944248926
11,480,0.029539585509649368
12,500,0.030660214264195323
13,600,0.027874276748499204
14,620,0.028619719593684617
15,640,0.0285056742421474
16,680,0.026702860545451318
17,780,0.027231442889638642
18,820,0.027016517131382544
19,880,0.027425835775418534
20,920,0.028394356765018666
21,960,0.02867770798815629
22,980,0.027208666863547493
23,1020,0.02649482922753233
24,1060,0.027540132657691146
25,1080,0.02633087798436825
26,1140,0.026154951449079072
27,1160,0.024344758984122878
28,1240,0.02448491286967135
29,1280,0.02363719043520241
30,1300,0.024288197973467106
31,1340,0.022485405142384524
32,1360,0.022111176439347072
33,1380,0.02270422092137512
34,1400,0.02141444389866015
35,1420,0.021504064121613667
36,1480,0.02139761965971769
37,1520,0.019940749975058087
38,1560,0.02156623933475228
39,1600,0.020924491435376898
40,1660,0.021169000268052494
41,1680,0.02111155605321763
42,1720,0.020954554367110235
43,1740,0.020844789733922564
44,1780,0.020101465694456165
45,1820,0.019012122720359854
46,1880,0.01859532210817265
47,1920,0.018019241123122594
48,1940,0.019154993556914822
49,1960,0.020176151961468138
50,2000,0.018829124188727123
51,2020,0.021659833126311288
52,2040,0.02376933092518233
53,2060,0.02239108152901
54,2100,0.02314710432461791
55,2120,0.021939815951759756
56,2160,0.022648935853143645
57,2180,0.021028148363987694
58,2260,0.021954390868314178
59,2340,0.0226174682496135
60,2360,0.021019557962270147
61,2400,0.020645611484409625
62,2420,0.019349612156201405
63,2440,0.021053193219223817
64,2460,0.02113619852679507
65,2480,0.024286113648553972
66,2500,0.023708045219532875
67,2540,0.024498754290860673
68,2580,0.023116134761271303
69,2600,0.024153845595119336
70,2660,0.02398153947734669
71,2680,0.024490373030851963
72,2720,0.02429170123382464
73,2760,0.024501257830016256
74,2800,0.0243242900317132
75,2820,0.023213661094126665
76,2840,0.022591525379512756
77,2880,0.022800005963400243
78,2920,0.025088963739836406
79,2940,0.025595071023912584
80,2960,0.024046322589088565
81,3020,0.02442337456144419
82,3060,0.023202533267319417
83,3080,0.02327344524254816
84,3120,0.02242271317951216
85,3140,0.022467611423431504
86,3160,0.02218452119135751
87,3200,0.023357190794180978
88,3240,0.02238865280662469
89,3260,0.022523917869841988
90,3320,0.02463341356604571
91,3340,0.023158041725868186
92,3380,0.023027720364184538
93,3460,0.02288513605773557
94,3540,0.023555909673214824
95,3560,0.02188295386619637
96,3680,0.022270501314697818
97,3800,0.02071744398999068
98,3820,0.020243890895270133
99,3840,0.020081929694670698
100,3920,0.02166644154473802
101,3980,0.02288736389863221
102,4000,0.02152807582845472
103,4060,0.023079580223005474
104,4080,0.021494018678221274
105,4100,0.020271680787685053
106,4140,0.019750864613439667
107,4160,0.02036840256721658
108,4240,0.02065839717126594
109,4260,0.021353363111310846
110,4280,0.02189864708160849
111,4300,0.02064867840747429
112,4320,0.020495201957546817
113,4340,0.022577513227719583
114,4360,0.022528413112845834
115,4400,0.022134170195171686
116,4420,0.021600427357919574
117,4440,0.024854273580366418
118,4460,0.028191653079075847
119,4500,0.0314395948936806
120,4540,0.028856129860104395
121,4580,0.028187605075217306
122,4620,0.028107462829094744
123,4660,0.02916323733786076
124,4680,0.02749336729414725
125,4720,0.03180549820238323
126,4740,0.02905661932606674
127,4760,0.028786576684150512
128,4800,0.027115235563781592
129,4820,0.024879730889532353
130,4840,0.025033764798906157
131,4880,0.02601964184400774
132,4940,0.02628928620622426
133,5000,0.027405930193311924
134,5040,0.02698690178556995
135,5060,0.025150236388554226
136,5080,0.023961641947833737
137,5100,0.022149392255471582
138,5120,0.022315496355951973
139,5140,0.020886843562651594
140,5160,0.01996335678142621
141,5180,0.01990720314059507
142,5220,0.023036309578210915
143,5240,0.022124133903337166
144,5280,0.023793913522205865
145,5340,0.023815292198532515
146,5360,0.024094207826514003
147,5400,0.022664465143886373
148,5440,0.022800506460354458
149,5460,0.021673780765283687
150,5500,0.02181885153941201
